App Name,Frequency of Use,Satisfaction Rating,What Do You Like Most?,Likelihood to Recommend,Fraud Concerns,App Improvement,Safe to Use,Data Handling,Unsolicited Messages,Comments/Suggestions
PUBG Mobile,Rarely,1,Ease of use,4,Suspicious permissions request,User Interface,Not Sure,No,"Yes, regularly",No comments
Google News,Monthly,3,Features,4,Inconsistent behavior across devices,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
The New York Times,Rarely,1,Features,2,Suspicious permissions request,Security,No,Not Sure,"Yes, occasionally",No comments
Facebook Messenger,Weekly,3,Speed/Performance,4,Inconsistent behavior across devices,Customer Support,Yes,Not Sure,"No, never",No comments
Headspace,Monthly,5,Speed/Performance,3,Frequent crashes or slow performance,Security,No,Not Sure,"No, never",Suggestions for improvement
Strava,Monthly,5,Design/UI,3,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"Yes, occasionally",No comments
Spotify,Weekly,4,Ease of use,5,Inconsistent behavior across devices,Features,No,Not Sure,"No, never",No comments
Disney+,Daily,4,Design/UI,1,None,Speed/Performance,Yes,Yes,"Yes, regularly",No comments
Disney+,Daily,5,Ease of use,3,Unexplained data collection,User Interface,No,Yes,"Yes, occasionally",No comments
Skype,Monthly,2,Design/UI,2,Suspicious permissions request,Bug Fixes,Yes,No,"Yes, occasionally",No comments
Instagram,Weekly,2,Design/UI,1,Frequent crashes or slow performance,Features,No,No,"Yes, regularly",No comments
Flipboard,Never,4,Design/UI,4,Frequent crashes or slow performance,User Interface,Not Sure,Not Sure,"No, never",Suggestions for improvement
Duolingo,Weekly,3,Features,5,Suspicious permissions request,Features,No,Yes,"Yes, regularly",No comments
Signal,Rarely,1,Features,2,Suspicious permissions request,Security,No,Not Sure,"No, never",No comments
Netflix,Monthly,1,Design/UI,2,None,User Interface,Yes,Yes,"No, never",No comments
Signal,Never,1,Speed/Performance,3,Frequent crashes or slow performance,Customer Support,Not Sure,Yes,"Yes, occasionally",Suggestions for improvement
PUBG Mobile,Daily,4,Features,3,Inconsistent behavior across devices,Security,Not Sure,Yes,"Yes, occasionally",No comments
Pinterest,Daily,1,Speed/Performance,4,Frequent crashes or slow performance,Features,No,Not Sure,"No, never",No comments
Candy Crush Saga,Rarely,5,Customer Support,1,Frequent crashes or slow performance,Features,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Evernote,Never,4,Speed/Performance,1,Unexplained data collection,Customer Support,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Strava,Daily,5,Features,2,Inconsistent behavior across devices,Bug Fixes,No,Yes,"Yes, occasionally",Suggestions for improvement
Telegram,Weekly,1,Customer Support,5,Suspicious permissions request,User Interface,Not Sure,No,"Yes, occasionally",No comments
Calm,Weekly,5,Design/UI,1,Inconsistent behavior across devices,Bug Fixes,No,Yes,"Yes, regularly",No comments
Facebook Messenger,Never,5,Speed/Performance,1,None,Speed/Performance,Yes,Not Sure,"Yes, regularly",No comments
Calm,Rarely,4,Design/UI,1,Frequent crashes or slow performance,Features,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Hulu,Weekly,5,Speed/Performance,5,None,User Interface,Yes,Not Sure,"Yes, regularly",No comments
Microsoft Word,Rarely,3,Features,2,Inconsistent behavior across devices,Security,Yes,Not Sure,"Yes, occasionally",No comments
Netflix,Never,3,Features,1,Unexplained data collection,Bug Fixes,Yes,Not Sure,"Yes, occasionally",No comments
Strava,Rarely,2,Features,1,Suspicious permissions request,Security,No,Not Sure,"Yes, regularly",No comments
Google News,Never,5,Features,1,None,Speed/Performance,Not Sure,Not Sure,"Yes, regularly",No comments
Snapchat,Monthly,5,Speed/Performance,1,None,Bug Fixes,Not Sure,No,"Yes, regularly",No comments
Signal,Monthly,5,Customer Support,3,None,Security,No,Not Sure,"Yes, occasionally",No comments
Clash of Clans,Monthly,5,Features,3,None,Speed/Performance,No,No,"Yes, regularly",No comments
BBC News,Monthly,4,Customer Support,5,None,User Interface,Not Sure,No,"Yes, occasionally",No comments
Quizlet,Weekly,3,Ease of use,1,Frequent crashes or slow performance,User Interface,Yes,No,"No, never",No comments
Disney+,Rarely,5,Features,4,None,Customer Support,Yes,Yes,"Yes, occasionally",No comments
Among Us,Weekly,5,Design/UI,1,Suspicious permissions request,User Interface,No,No,"Yes, regularly",No comments
Quizlet,Weekly,2,Customer Support,2,Frequent crashes or slow performance,Security,Yes,Yes,"Yes, regularly",Suggestions for improvement
PUBG Mobile,Never,4,Ease of use,2,Inconsistent behavior across devices,Bug Fixes,Not Sure,Not Sure,"Yes, regularly",No comments
Trello,Never,3,Ease of use,1,Unexplained data collection,Speed/Performance,Not Sure,Yes,"Yes, regularly",No comments
Spotify,Never,5,Speed/Performance,3,Inconsistent behavior across devices,Customer Support,Not Sure,No,"Yes, regularly",No comments
Among Us,Daily,4,Design/UI,1,Inconsistent behavior across devices,Security,Yes,No,"No, never",Suggestions for improvement
MyFitnessPal,Rarely,3,Speed/Performance,2,Suspicious permissions request,User Interface,Not Sure,Not Sure,"No, never",No comments
BBC News,Weekly,1,Speed/Performance,4,Suspicious permissions request,Security,Yes,Not Sure,"No, never",Suggestions for improvement
Slack,Daily,5,Design/UI,2,Frequent crashes or slow performance,Bug Fixes,No,Not Sure,"Yes, regularly",No comments
Spotify,Never,1,Customer Support,5,Suspicious permissions request,Bug Fixes,Not Sure,Yes,"No, never",Suggestions for improvement
Facebook Messenger,Monthly,1,Customer Support,5,None,Speed/Performance,Yes,Yes,"Yes, occasionally",No comments
Duolingo,Weekly,5,Features,4,Unexplained data collection,Bug Fixes,Yes,Not Sure,"Yes, occasionally",No comments
Calm,Weekly,2,Customer Support,2,Suspicious permissions request,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Google Docs,Never,3,Ease of use,5,None,Features,No,Yes,"Yes, occasionally",No comments
Microsoft Word,Never,1,Features,2,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"No, never",Suggestions for improvement
Pinterest,Rarely,3,Speed/Performance,4,Unexplained data collection,Bug Fixes,Not Sure,Yes,"Yes, regularly",No comments
PUBG Mobile,Weekly,1,Speed/Performance,5,Unexplained data collection,Speed/Performance,Not Sure,Not Sure,"Yes, regularly",No comments
Evernote,Daily,3,Features,5,Suspicious permissions request,User Interface,Not Sure,Yes,"No, never",No comments
Netflix,Weekly,5,Ease of use,3,None,Features,No,Not Sure,"Yes, regularly",No comments
PUBG Mobile,Never,4,Ease of use,4,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"Yes, occasionally",No comments
Quizlet,Never,4,Speed/Performance,4,Unexplained data collection,Bug Fixes,Yes,Not Sure,"No, never",No comments
CNN,Rarely,1,Features,3,Frequent crashes or slow performance,Bug Fixes,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Facebook,Weekly,2,Features,1,Unexplained data collection,User Interface,Yes,No,"No, never",No comments
Instagram,Monthly,2,Customer Support,5,Unexplained data collection,Customer Support,Not Sure,No,"No, never",No comments
Clash of Clans,Rarely,3,Customer Support,5,Suspicious permissions request,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
Telegram,Daily,5,Customer Support,2,Unexplained data collection,Features,Not Sure,Yes,"Yes, occasionally",No comments
Slack,Monthly,3,Ease of use,5,Unexplained data collection,Security,No,No,"Yes, occasionally",No comments
Fortnite,Never,4,Speed/Performance,2,Frequent crashes or slow performance,Customer Support,Yes,Yes,"No, never",No comments
Duolingo,Daily,4,Speed/Performance,2,Frequent crashes or slow performance,Bug Fixes,No,No,"Yes, occasionally",No comments
Netflix,Rarely,3,Features,3,Frequent crashes or slow performance,Bug Fixes,No,No,"Yes, regularly",No comments
Khan Academy,Weekly,1,Design/UI,5,Frequent crashes or slow performance,Features,Not Sure,Yes,"Yes, occasionally",No comments
Netflix,Weekly,5,Ease of use,2,Unexplained data collection,Speed/Performance,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
Signal,Weekly,4,Speed/Performance,5,Unexplained data collection,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
Headspace,Monthly,3,Speed/Performance,5,Unexplained data collection,Security,No,No,"Yes, occasionally",No comments
Strava,Daily,4,Speed/Performance,2,Frequent crashes or slow performance,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
Fitbit,Monthly,5,Design/UI,5,None,Security,No,Not Sure,"Yes, occasionally",No comments
Candy Crush Saga,Weekly,2,Features,4,Inconsistent behavior across devices,Speed/Performance,No,No,"Yes, occasionally",No comments
CNN,Weekly,3,Customer Support,5,None,Speed/Performance,Yes,Yes,"No, never",No comments
Khan Academy,Daily,4,Customer Support,4,Inconsistent behavior across devices,User Interface,Not Sure,Yes,"Yes, occasionally",No comments
WhatsApp,Rarely,5,Features,1,Inconsistent behavior across devices,Features,Yes,Yes,"Yes, regularly",Suggestions for improvement
Among Us,Rarely,4,Design/UI,3,Inconsistent behavior across devices,Security,No,No,"Yes, regularly",No comments
Instagram,Weekly,4,Design/UI,3,Inconsistent behavior across devices,Customer Support,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Evernote,Daily,1,Features,5,Suspicious permissions request,Security,No,No,"Yes, occasionally",No comments
Duolingo,Never,4,Design/UI,5,Frequent crashes or slow performance,Security,Yes,Not Sure,"Yes, occasionally",No comments
BBC News,Rarely,1,Speed/Performance,1,None,Bug Fixes,No,Yes,"Yes, occasionally",No comments
Google News,Never,4,Ease of use,3,Inconsistent behavior across devices,Bug Fixes,Not Sure,No,"No, never",Suggestions for improvement
Fortnite,Rarely,4,Features,4,Frequent crashes or slow performance,Features,Yes,Not Sure,"No, never",No comments
Evernote,Monthly,3,Speed/Performance,5,Suspicious permissions request,Features,Yes,Yes,"No, never",No comments
Signal,Never,5,Speed/Performance,4,Unexplained data collection,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
Facebook Messenger,Never,1,Speed/Performance,2,Suspicious permissions request,Features,Not Sure,Yes,"Yes, regularly",No comments
Spotify,Rarely,2,Features,2,Frequent crashes or slow performance,Bug Fixes,No,No,"Yes, occasionally",No comments
Duolingo,Daily,4,Speed/Performance,5,Frequent crashes or slow performance,Speed/Performance,Yes,Yes,"Yes, regularly",No comments
The New York Times,Monthly,2,Features,1,Frequent crashes or slow performance,Speed/Performance,Yes,No,"Yes, occasionally",No comments
Quizlet,Daily,4,Ease of use,3,Frequent crashes or slow performance,Features,Yes,No,"No, never",No comments
Khan Academy,Rarely,1,Speed/Performance,4,Suspicious permissions request,Security,Not Sure,No,"No, never",No comments
Trello,Weekly,1,Design/UI,3,Unexplained data collection,User Interface,No,No,"No, never",No comments
Headspace,Monthly,5,Customer Support,3,Frequent crashes or slow performance,User Interface,Yes,No,"Yes, regularly",No comments
Trello,Daily,1,Ease of use,3,Suspicious permissions request,User Interface,Not Sure,No,"Yes, occasionally",No comments
Facebook Messenger,Daily,1,Features,3,Frequent crashes or slow performance,Customer Support,No,Yes,"No, never",No comments
Instagram,Never,3,Customer Support,4,None,Security,No,Not Sure,"Yes, regularly",No comments
Spotify,Never,3,Ease of use,3,None,Customer Support,No,Yes,"Yes, regularly",No comments
Flipboard,Monthly,3,Customer Support,1,Inconsistent behavior across devices,Customer Support,Yes,Yes,"Yes, occasionally",No comments
Strava,Monthly,5,Features,5,None,Bug Fixes,Yes,Not Sure,"No, never",No comments
Coursera,Rarely,5,Features,1,Frequent crashes or slow performance,Security,Not Sure,No,"No, never",No comments
Headspace,Rarely,1,Features,1,Inconsistent behavior across devices,Customer Support,Yes,No,"Yes, regularly",No comments
Headspace,Daily,3,Customer Support,2,None,Security,No,No,"Yes, occasionally",No comments
Slack,Monthly,1,Features,3,Suspicious permissions request,Customer Support,No,Yes,"No, never",No comments
Facebook Messenger,Weekly,2,Features,3,Frequent crashes or slow performance,Features,No,Not Sure,"No, never",No comments
Fitbit,Rarely,2,Ease of use,1,Inconsistent behavior across devices,Security,Yes,No,"Yes, occasionally",No comments
Strava,Never,2,Features,2,None,Features,Not Sure,Yes,"No, never",No comments
Facebook,Never,1,Customer Support,2,Suspicious permissions request,Customer Support,Not Sure,Not Sure,"Yes, occasionally",No comments
Clash of Clans,Rarely,5,Speed/Performance,2,None,Bug Fixes,No,No,"No, never",No comments
Facebook Messenger,Weekly,5,Ease of use,3,Frequent crashes or slow performance,Customer Support,Not Sure,No,"Yes, occasionally",No comments
Flipboard,Daily,5,Speed/Performance,5,Suspicious permissions request,Bug Fixes,No,Yes,"No, never",No comments
Candy Crush Saga,Monthly,5,Speed/Performance,3,Inconsistent behavior across devices,User Interface,Not Sure,Yes,"Yes, occasionally",No comments
Slack,Monthly,5,Design/UI,3,Suspicious permissions request,Security,Yes,Not Sure,"No, never",No comments
Netflix,Weekly,4,Speed/Performance,3,Suspicious permissions request,Speed/Performance,Yes,Yes,"Yes, occasionally",No comments
Facebook,Weekly,5,Features,2,Frequent crashes or slow performance,Security,No,No,"No, never",No comments
Google Docs,Weekly,2,Ease of use,2,Suspicious permissions request,Speed/Performance,No,Yes,"Yes, regularly",No comments
Quizlet,Never,5,Design/UI,3,Inconsistent behavior across devices,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Coursera,Daily,4,Ease of use,2,Unexplained data collection,Customer Support,No,Not Sure,"Yes, occasionally",No comments
Hulu,Never,2,Ease of use,4,Inconsistent behavior across devices,Security,Yes,Yes,"No, never",No comments
Signal,Weekly,2,Speed/Performance,3,None,Features,Yes,No,"Yes, occasionally",Suggestions for improvement
Google News,Weekly,5,Features,4,Suspicious permissions request,User Interface,No,Not Sure,"No, never",No comments
Facebook Messenger,Monthly,4,Features,2,Frequent crashes or slow performance,Customer Support,Yes,No,"Yes, occasionally",No comments
BBC News,Rarely,4,Speed/Performance,1,Frequent crashes or slow performance,Features,Yes,No,"Yes, regularly",No comments
Among Us,Monthly,4,Ease of use,3,Inconsistent behavior across devices,User Interface,Yes,Not Sure,"Yes, occasionally",No comments
WhatsApp,Rarely,2,Speed/Performance,1,Unexplained data collection,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Google News,Rarely,1,Features,4,Suspicious permissions request,Bug Fixes,Yes,No,"No, never",No comments
CNN,Weekly,4,Ease of use,4,Unexplained data collection,User Interface,Not Sure,Not Sure,"Yes, regularly",Suggestions for improvement
The New York Times,Weekly,5,Features,3,None,Features,No,No,"No, never",No comments
Khan Academy,Daily,4,Design/UI,5,Suspicious permissions request,Bug Fixes,Not Sure,Yes,"No, never",No comments
PUBG Mobile,Never,2,Features,5,Suspicious permissions request,Customer Support,No,Not Sure,"Yes, regularly",No comments
Skype,Monthly,4,Features,4,Unexplained data collection,Speed/Performance,Not Sure,No,"Yes, occasionally",No comments
Calm,Daily,2,Customer Support,4,Suspicious permissions request,Customer Support,Not Sure,Yes,"Yes, regularly",No comments
Fitbit,Rarely,2,Features,2,Unexplained data collection,Customer Support,No,Not Sure,"Yes, regularly",No comments
Twitter,Daily,2,Customer Support,4,Unexplained data collection,Bug Fixes,No,Not Sure,"Yes, occasionally",No comments
Skype,Rarely,4,Features,4,Frequent crashes or slow performance,Security,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Khan Academy,Never,1,Features,2,Unexplained data collection,User Interface,Yes,No,"No, never",No comments
BBC News,Rarely,2,Speed/Performance,1,Suspicious permissions request,Bug Fixes,Not Sure,Yes,"No, never",No comments
Google Docs,Never,1,Ease of use,5,Suspicious permissions request,Security,No,Not Sure,"Yes, occasionally",No comments
BBC News,Monthly,1,Speed/Performance,1,Frequent crashes or slow performance,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Candy Crush Saga,Never,4,Features,1,None,Customer Support,Yes,Yes,"No, never",No comments
Telegram,Weekly,5,Features,4,Frequent crashes or slow performance,User Interface,No,Not Sure,"Yes, occasionally",No comments
Telegram,Weekly,1,Ease of use,3,None,Customer Support,Yes,Not Sure,"Yes, occasionally",Suggestions for improvement
Instagram,Never,3,Design/UI,4,None,Bug Fixes,Yes,No,"Yes, regularly",Suggestions for improvement
Candy Crush Saga,Weekly,3,Features,4,None,Bug Fixes,No,Yes,"No, never",Suggestions for improvement
Strava,Weekly,1,Features,3,Inconsistent behavior across devices,Customer Support,Not Sure,No,"Yes, regularly",No comments
Fortnite,Monthly,2,Speed/Performance,4,Unexplained data collection,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
Coursera,Daily,2,Customer Support,3,Frequent crashes or slow performance,Features,Not Sure,Not Sure,"Yes, regularly",No comments
Netflix,Rarely,2,Features,1,None,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Candy Crush Saga,Rarely,4,Design/UI,5,Frequent crashes or slow performance,Features,Yes,Yes,"No, never",No comments
Google News,Rarely,1,Speed/Performance,2,Inconsistent behavior across devices,Speed/Performance,No,Yes,"Yes, regularly",No comments
The New York Times,Daily,5,Features,3,Suspicious permissions request,Security,Yes,Not Sure,"Yes, regularly",No comments
Calm,Monthly,5,Ease of use,4,Unexplained data collection,Speed/Performance,Yes,Yes,"No, never",No comments
Facebook Messenger,Daily,5,Speed/Performance,2,None,Security,Not Sure,Not Sure,"Yes, regularly",No comments
Candy Crush Saga,Daily,4,Customer Support,1,Inconsistent behavior across devices,Bug Fixes,No,No,"Yes, regularly",No comments
Google Docs,Monthly,4,Ease of use,5,Frequent crashes or slow performance,User Interface,No,Yes,"Yes, occasionally",No comments
Microsoft Word,Rarely,4,Features,4,None,Speed/Performance,No,Not Sure,"Yes, occasionally",Suggestions for improvement
The New York Times,Rarely,5,Customer Support,4,Unexplained data collection,Bug Fixes,Yes,No,"Yes, occasionally",No comments
Khan Academy,Never,3,Features,1,Inconsistent behavior across devices,User Interface,Yes,Not Sure,"No, never",Suggestions for improvement
Netflix,Weekly,5,Design/UI,1,Inconsistent behavior across devices,User Interface,Yes,Yes,"No, never",No comments
Hulu,Rarely,3,Features,5,Unexplained data collection,Features,No,Yes,"Yes, regularly",Suggestions for improvement
Clash of Clans,Rarely,3,Design/UI,3,Frequent crashes or slow performance,Customer Support,Yes,No,"Yes, occasionally",No comments
Disney+,Daily,1,Design/UI,5,None,User Interface,No,Not Sure,"No, never",No comments
Evernote,Weekly,4,Customer Support,1,None,Speed/Performance,No,Not Sure,"Yes, regularly",Suggestions for improvement
Calm,Daily,5,Design/UI,2,Unexplained data collection,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
YouTube,Never,3,Customer Support,2,Suspicious permissions request,Security,No,No,"Yes, occasionally",No comments
CNN,Weekly,5,Design/UI,3,Suspicious permissions request,User Interface,Not Sure,Not Sure,"Yes, regularly",No comments
Snapchat,Weekly,2,Speed/Performance,4,Unexplained data collection,Bug Fixes,Not Sure,Not Sure,"Yes, regularly",No comments
Slack,Monthly,1,Customer Support,3,Frequent crashes or slow performance,Customer Support,No,Not Sure,"Yes, occasionally",No comments
Instagram,Rarely,3,Design/UI,4,Inconsistent behavior across devices,User Interface,No,Not Sure,"No, never",No comments
PUBG Mobile,Daily,4,Speed/Performance,4,Suspicious permissions request,Customer Support,No,Yes,"Yes, occasionally",No comments
Quizlet,Never,4,Ease of use,1,Unexplained data collection,Bug Fixes,Not Sure,No,"No, never",No comments
Headspace,Monthly,1,Ease of use,1,Unexplained data collection,Bug Fixes,Not Sure,Not Sure,"No, never",No comments
Quizlet,Monthly,3,Customer Support,3,Suspicious permissions request,User Interface,No,No,"Yes, regularly",No comments
Coursera,Daily,3,Customer Support,4,Suspicious permissions request,User Interface,No,Yes,"No, never",No comments
WhatsApp,Weekly,2,Features,3,Frequent crashes or slow performance,Security,Yes,No,"No, never",No comments
Quizlet,Daily,2,Features,1,Unexplained data collection,Speed/Performance,No,No,"Yes, occasionally",No comments
Hulu,Weekly,5,Features,3,None,Security,Not Sure,Not Sure,"Yes, occasionally",No comments
Hulu,Monthly,4,Customer Support,1,None,Security,No,Yes,"No, never",No comments
Spotify,Daily,4,Customer Support,1,None,Features,Not Sure,No,"No, never",No comments
YouTube,Monthly,3,Speed/Performance,1,None,User Interface,No,No,"Yes, regularly",No comments
WhatsApp,Rarely,5,Customer Support,4,Frequent crashes or slow performance,Speed/Performance,No,Not Sure,"Yes, regularly",Suggestions for improvement
Snapchat,Daily,4,Ease of use,4,None,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
Netflix,Weekly,5,Customer Support,3,Unexplained data collection,Security,Not Sure,Yes,"No, never",No comments
PUBG Mobile,Weekly,2,Design/UI,4,Inconsistent behavior across devices,Speed/Performance,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
Strava,Monthly,1,Customer Support,1,Frequent crashes or slow performance,Security,No,Yes,"Yes, regularly",No comments
Clash of Clans,Rarely,1,Ease of use,5,Inconsistent behavior across devices,Bug Fixes,Yes,Not Sure,"No, never",No comments
Microsoft Word,Never,1,Features,4,Suspicious permissions request,Customer Support,No,No,"Yes, occasionally",No comments
MyFitnessPal,Rarely,5,Speed/Performance,2,Unexplained data collection,Bug Fixes,Not Sure,No,"No, never",No comments
Hulu,Daily,3,Speed/Performance,1,Frequent crashes or slow performance,Security,Yes,No,"Yes, occasionally",No comments
Skype,Monthly,4,Design/UI,4,Suspicious permissions request,Features,Not Sure,Not Sure,"Yes, regularly",No comments
Khan Academy,Monthly,2,Ease of use,3,Frequent crashes or slow performance,Customer Support,No,No,"No, never",No comments
Duolingo,Daily,4,Ease of use,1,None,Customer Support,Not Sure,No,"Yes, occasionally",No comments
WhatsApp,Daily,3,Speed/Performance,4,Suspicious permissions request,Customer Support,Yes,Yes,"No, never",No comments
WhatsApp,Never,5,Design/UI,5,None,Speed/Performance,Yes,Not Sure,"Yes, regularly",No comments
Strava,Daily,3,Ease of use,2,Frequent crashes or slow performance,Security,No,No,"Yes, occasionally",Suggestions for improvement
Trello,Daily,2,Customer Support,1,Frequent crashes or slow performance,Bug Fixes,Yes,Not Sure,"Yes, occasionally",Suggestions for improvement
Khan Academy,Weekly,2,Design/UI,3,None,Customer Support,Not Sure,No,"Yes, regularly",No comments
Hulu,Never,1,Speed/Performance,3,Frequent crashes or slow performance,Bug Fixes,Not Sure,Yes,"Yes, regularly",No comments
Fortnite,Monthly,4,Speed/Performance,5,Inconsistent behavior across devices,Customer Support,Yes,Not Sure,"No, never",No comments
Headspace,Rarely,1,Ease of use,4,Suspicious permissions request,Security,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Snapchat,Rarely,1,Customer Support,5,Unexplained data collection,Bug Fixes,Not Sure,No,"No, never",No comments
Calm,Weekly,5,Ease of use,4,Frequent crashes or slow performance,Security,No,Yes,"Yes, regularly",No comments
WhatsApp,Daily,2,Customer Support,2,None,Customer Support,Yes,Yes,"Yes, occasionally",No comments
Khan Academy,Monthly,2,Design/UI,4,Unexplained data collection,Customer Support,Not Sure,Yes,"Yes, regularly",No comments
Flipboard,Rarely,2,Ease of use,5,Suspicious permissions request,Bug Fixes,No,Not Sure,"No, never",No comments
Netflix,Monthly,4,Speed/Performance,4,Inconsistent behavior across devices,Security,Not Sure,Yes,"Yes, occasionally",No comments
Hulu,Daily,2,Speed/Performance,4,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Calm,Rarely,1,Ease of use,3,Unexplained data collection,Customer Support,No,No,"Yes, regularly",No comments
Disney+,Daily,1,Speed/Performance,5,Inconsistent behavior across devices,User Interface,No,No,"Yes, occasionally",No comments
WhatsApp,Rarely,1,Design/UI,2,Frequent crashes or slow performance,Customer Support,No,No,"Yes, occasionally",No comments
Microsoft Word,Weekly,3,Features,1,Inconsistent behavior across devices,Security,Yes,Yes,"Yes, occasionally",No comments
The New York Times,Never,5,Customer Support,1,None,User Interface,No,Yes,"Yes, occasionally",No comments
Disney+,Never,3,Speed/Performance,4,Frequent crashes or slow performance,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
Telegram,Rarely,2,Speed/Performance,4,Inconsistent behavior across devices,Bug Fixes,Yes,No,"Yes, regularly",No comments
Facebook,Weekly,1,Features,5,None,Speed/Performance,Not Sure,Yes,"No, never",No comments
BBC News,Weekly,4,Customer Support,5,Suspicious permissions request,Bug Fixes,Yes,Yes,"Yes, regularly",No comments
Clash of Clans,Weekly,1,Features,4,Frequent crashes or slow performance,Security,Not Sure,Yes,"Yes, regularly",No comments
Calm,Never,3,Features,3,Inconsistent behavior across devices,Speed/Performance,Yes,No,"Yes, occasionally",No comments
YouTube,Daily,5,Design/UI,5,None,User Interface,Not Sure,No,"No, never",No comments
Calm,Daily,4,Ease of use,3,Inconsistent behavior across devices,User Interface,No,No,"Yes, occasionally",No comments
Twitter,Weekly,3,Ease of use,5,None,Security,Yes,Not Sure,"Yes, regularly",No comments
Coursera,Never,2,Design/UI,3,Unexplained data collection,Security,No,No,"No, never",No comments
Pinterest,Never,5,Ease of use,1,Unexplained data collection,Security,No,Yes,"No, never",No comments
Twitter,Weekly,5,Speed/Performance,4,Frequent crashes or slow performance,Security,Not Sure,Not Sure,"No, never",No comments
Clash of Clans,Never,1,Speed/Performance,3,Suspicious permissions request,Security,Not Sure,No,"No, never",No comments
Quizlet,Rarely,3,Speed/Performance,5,Frequent crashes or slow performance,Features,Yes,Not Sure,"Yes, occasionally",No comments
YouTube,Rarely,4,Ease of use,4,Unexplained data collection,Speed/Performance,Not Sure,Yes,"Yes, occasionally",No comments
Evernote,Rarely,1,Customer Support,4,Suspicious permissions request,User Interface,Yes,No,"No, never",No comments
Google News,Weekly,2,Customer Support,1,None,Bug Fixes,No,Yes,"Yes, regularly",No comments
PUBG Mobile,Never,2,Ease of use,1,Unexplained data collection,Bug Fixes,Yes,No,"Yes, regularly",No comments
Pinterest,Daily,4,Design/UI,4,Unexplained data collection,User Interface,Yes,Not Sure,"No, never",No comments
BBC News,Rarely,5,Ease of use,4,Inconsistent behavior across devices,Security,Yes,Yes,"No, never",Suggestions for improvement
WhatsApp,Weekly,5,Customer Support,1,None,Bug Fixes,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Coursera,Never,1,Speed/Performance,5,Frequent crashes or slow performance,Security,No,No,"Yes, occasionally",No comments
Fortnite,Weekly,4,Customer Support,2,None,Bug Fixes,Yes,No,"Yes, occasionally",No comments
Skype,Weekly,1,Speed/Performance,1,Suspicious permissions request,Speed/Performance,Not Sure,Not Sure,"No, never",No comments
PUBG Mobile,Rarely,3,Ease of use,3,Unexplained data collection,Security,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Calm,Weekly,5,Speed/Performance,5,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, regularly",No comments
YouTube,Monthly,1,Customer Support,1,Unexplained data collection,Security,Yes,No,"Yes, regularly",No comments
YouTube,Rarely,3,Design/UI,3,Suspicious permissions request,Speed/Performance,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
PUBG Mobile,Never,2,Design/UI,5,None,Security,Not Sure,Not Sure,"Yes, regularly",Suggestions for improvement
Snapchat,Never,4,Ease of use,3,Unexplained data collection,User Interface,Not Sure,Yes,"Yes, occasionally",No comments
Calm,Never,2,Features,3,Suspicious permissions request,Customer Support,Not Sure,Yes,"Yes, regularly",No comments
Evernote,Weekly,1,Features,2,Frequent crashes or slow performance,User Interface,Yes,No,"Yes, occasionally",No comments
Signal,Monthly,5,Design/UI,1,Suspicious permissions request,Features,No,Not Sure,"No, never",No comments
PUBG Mobile,Monthly,4,Design/UI,3,Unexplained data collection,Speed/Performance,Yes,No,"Yes, occasionally",No comments
Skype,Rarely,2,Design/UI,3,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"No, never",No comments
Evernote,Weekly,4,Customer Support,3,None,Customer Support,Yes,Not Sure,"Yes, regularly",No comments
Quizlet,Monthly,1,Customer Support,5,Unexplained data collection,Security,No,No,"Yes, occasionally",No comments
